               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.078877,             0.10073,                   0,             0.17307,             0.41176,             0.15702,            0.052646,            0.077966,            0.073037,                   0,           0.0084061,           0.0084061,           0.0084061
                 163,            0.076555,            0.085412,                   0,             0.17307,             0.41176,             0.15702,            0.052646,            0.077966,            0.073037,                   0,           0.0083962,           0.0083962,           0.0083962
                 164,            0.074889,            0.076054,                   0,             0.17307,             0.41176,             0.15702,            0.052646,            0.077966,            0.073037,                   0,           0.0083863,           0.0083863,           0.0083863
                 165,            0.076226,            0.093779,                   0,             0.17307,             0.41176,             0.15702,            0.052646,            0.077966,            0.073037,                   0,           0.0083764,           0.0083764,           0.0083764
                 166,            0.078734,             0.10633,                   0,             0.15823,             0.36765,             0.13134,            0.037994,            0.079668,            0.073109,                   0,           0.0083665,           0.0083665,           0.0083665
                 167,            0.076248,            0.095177,                   0,             0.15823,             0.36765,             0.13134,            0.037994,            0.079668,            0.073109,                   0,           0.0083566,           0.0083566,           0.0083566
                 168,            0.077111,            0.075823,                   0,             0.15823,             0.36765,             0.13134,            0.037994,            0.079668,            0.073109,                   0,           0.0083467,           0.0083467,           0.0083467
                 169,            0.080461,            0.096016,                   0,             0.13762,             0.36765,             0.10596,            0.033133,            0.080775,            0.074872,                   0,           0.0083368,           0.0083368,           0.0083368
                 170,            0.080756,            0.098186,                   0,             0.13762,             0.36765,             0.10596,            0.033133,            0.080775,            0.074872,                   0,           0.0083269,           0.0083269,           0.0083269
                 171,            0.079994,            0.092232,                   0,             0.13762,             0.36765,             0.10596,            0.033133,            0.080775,            0.074872,                   0,            0.008317,            0.008317,            0.008317
                 172,            0.081364,             0.08654,                   0,             0.21142,             0.33824,             0.18838,            0.051202,            0.079832,            0.070222,                   0,           0.0083071,           0.0083071,           0.0083071
                 173,            0.077088,            0.082649,                   0,             0.21142,             0.33824,             0.18838,            0.051202,            0.079832,            0.070222,                   0,           0.0082972,           0.0082972,           0.0082972
                 174,            0.078847,             0.09251,                   0,             0.21142,             0.33824,             0.18838,            0.051202,            0.079832,            0.070222,                   0,           0.0082873,           0.0082873,           0.0082873
                 175,            0.076706,             0.10332,                   0,             0.23719,             0.41176,             0.21085,            0.075222,            0.074912,            0.072359,                   0,           0.0082774,           0.0082774,           0.0082774
                 176,            0.073663,             0.09117,                   0,             0.23719,             0.41176,             0.21085,            0.075222,            0.074912,            0.072359,                   0,           0.0082675,           0.0082675,           0.0082675
                 177,            0.075486,            0.088896,                   0,             0.23719,             0.41176,             0.21085,            0.075222,            0.074912,            0.072359,                   0,           0.0082576,           0.0082576,           0.0082576
                 178,            0.075073,            0.081502,                   0,             0.15819,             0.39706,             0.13156,            0.042118,            0.080377,            0.074992,                   0,           0.0082477,           0.0082477,           0.0082477
                 179,            0.072356,            0.095957,                   0,             0.15819,             0.39706,             0.13156,            0.042118,            0.080377,            0.074992,                   0,           0.0082378,           0.0082378,           0.0082378
                 180,            0.077306,            0.087778,                   0,             0.15819,             0.39706,             0.13156,            0.042118,            0.080377,            0.074992,                   0,           0.0082279,           0.0082279,           0.0082279
                 181,            0.076627,            0.087174,                   0,             0.15819,             0.39706,             0.13156,            0.042118,            0.080377,            0.074992,                   0,            0.008218,            0.008218,            0.008218
                 182,            0.074178,            0.079743,                   0,             0.17304,             0.44118,             0.15095,            0.048282,            0.080225,            0.074818,                   0,           0.0082081,           0.0082081,           0.0082081
                 183,            0.077868,            0.088127,                   0,             0.17304,             0.44118,             0.15095,            0.048282,            0.080225,            0.074818,                   0,           0.0081982,           0.0081982,           0.0081982
                 184,             0.07164,            0.081082,                   0,             0.17304,             0.44118,             0.15095,            0.048282,            0.080225,            0.074818,                   0,           0.0081883,           0.0081883,           0.0081883
                 185,             0.07582,            0.094123,                   0,             0.22827,             0.39706,             0.19636,            0.060532,            0.078184,            0.071728,                   0,           0.0081784,           0.0081784,           0.0081784
                 186,            0.077849,             0.10686,                   0,             0.22827,             0.39706,             0.19636,            0.060532,            0.078184,            0.071728,                   0,           0.0081685,           0.0081685,           0.0081685
                 187,            0.078636,            0.095262,                   0,             0.22827,             0.39706,             0.19636,            0.060532,            0.078184,            0.071728,                   0,           0.0081586,           0.0081586,           0.0081586
                 188,            0.074765,            0.083975,                   0,             0.21431,             0.35294,             0.15967,            0.057896,            0.076566,            0.072632,                   0,           0.0081487,           0.0081487,           0.0081487
                 189,            0.074936,            0.085413,                   0,             0.21431,             0.35294,             0.15967,            0.057896,            0.076566,            0.072632,                   0,           0.0081388,           0.0081388,           0.0081388
                 190,            0.075663,             0.10054,                   0,             0.21431,             0.35294,             0.15967,            0.057896,            0.076566,            0.072632,                   0,           0.0081289,           0.0081289,           0.0081289
                 191,            0.075726,              0.1017,                   0,             0.19576,             0.45588,             0.15621,            0.053944,            0.076838,            0.071328,                   0,            0.008119,            0.008119,            0.008119
                 192,            0.075133,            0.089681,                   0,             0.19576,             0.45588,             0.15621,            0.053944,            0.076838,            0.071328,                   0,           0.0081091,           0.0081091,           0.0081091
                 193,            0.074971,            0.097684,                   0,             0.19576,             0.45588,             0.15621,            0.053944,            0.076838,            0.071328,                   0,           0.0080992,           0.0080992,           0.0080992
                 194,            0.074229,            0.084003,                   0,             0.22779,             0.45588,              0.1834,            0.067729,            0.076215,            0.070528,                   0,           0.0080893,           0.0080893,           0.0080893
                 195,            0.074182,             0.09383,                   0,             0.22779,             0.45588,              0.1834,            0.067729,            0.076215,            0.070528,                   0,           0.0080794,           0.0080794,           0.0080794
                 196,            0.076447,            0.078712,                   0,             0.22779,             0.45588,              0.1834,            0.067729,            0.076215,            0.070528,                   0,           0.0080695,           0.0080695,           0.0080695
                 197,            0.073843,            0.088115,                   0,             0.22779,             0.45588,              0.1834,            0.067729,            0.076215,            0.070528,                   0,           0.0080596,           0.0080596,           0.0080596
                 198,            0.076349,            0.080193,                   0,             0.23741,                 0.5,             0.18658,             0.06757,            0.076799,            0.070771,                   0,           0.0080497,           0.0080497,           0.0080497
                 199,            0.071665,            0.079856,                   0,             0.23741,                 0.5,             0.18658,             0.06757,            0.076799,            0.070771,                   0,           0.0080398,           0.0080398,           0.0080398
                 200,            0.076018,             0.08872,                   0,             0.23741,                 0.5,             0.18658,             0.06757,            0.076799,            0.070771,                   0,           0.0080299,           0.0080299,           0.0080299
                 201,            0.076207,             0.08966,                   0,             0.16424,             0.47059,             0.12579,            0.048288,            0.077009,            0.076579,                   0,             0.00802,             0.00802,             0.00802
                 202,             0.07141,            0.092446,                   0,             0.16424,             0.47059,             0.12579,            0.048288,            0.077009,            0.076579,                   0,           0.0080101,           0.0080101,           0.0080101
                 203,            0.077915,            0.094596,                   0,             0.16424,             0.47059,             0.12579,            0.048288,            0.077009,            0.076579,                   0,           0.0080002,           0.0080002,           0.0080002
                 204,            0.074926,            0.084173,                   0,             0.16444,             0.41176,             0.12239,            0.041403,            0.079345,            0.076655,                   0,           0.0079903,           0.0079903,           0.0079903
                 205,            0.078061,            0.077243,                   0,             0.16444,             0.41176,             0.12239,            0.041403,            0.079345,            0.076655,                   0,           0.0079804,           0.0079804,           0.0079804
                 206,            0.077085,            0.074887,                   0,             0.16444,             0.41176,             0.12239,            0.041403,            0.079345,            0.076655,                   0,           0.0079705,           0.0079705,           0.0079705
                 207,            0.075537,            0.093713,                   0,             0.25473,             0.44118,             0.21862,            0.071909,            0.073218,            0.070794,                   0,           0.0079606,           0.0079606,           0.0079606
                 208,            0.072394,            0.083849,                   0,             0.25473,             0.44118,             0.21862,            0.071909,            0.073218,            0.070794,                   0,           0.0079507,           0.0079507,           0.0079507
                 209,            0.074109,            0.091856,                   0,             0.25473,             0.44118,             0.21862,            0.071909,            0.073218,            0.070794,                   0,           0.0079408,           0.0079408,           0.0079408
                 210,            0.072647,            0.075838,                   0,             0.18071,             0.44118,             0.14254,            0.050023,            0.074534,            0.071163,                   0,           0.0079309,           0.0079309,           0.0079309
                 211,            0.073242,            0.082474,                   0,             0.18071,             0.44118,             0.14254,            0.050023,            0.074534,            0.071163,                   0,            0.007921,            0.007921,            0.007921
                 212,            0.074283,            0.083766,                   0,             0.18071,             0.44118,             0.14254,            0.050023,            0.074534,            0.071163,                   0,           0.0079111,           0.0079111,           0.0079111
                 213,            0.074146,            0.087473,                   0,             0.18071,             0.44118,             0.14254,            0.050023,            0.074534,            0.071163,                   0,           0.0079012,           0.0079012,           0.0079012
                 214,            0.076203,            0.092047,                   0,             0.24425,             0.45588,             0.17972,            0.062875,            0.074501,            0.068492,                   0,           0.0078913,           0.0078913,           0.0078913
                 215,            0.072101,            0.085128,                   0,             0.24425,             0.45588,             0.17972,            0.062875,            0.074501,            0.068492,                   0,           0.0078814,           0.0078814,           0.0078814
                 216,            0.073628,            0.090646,                   0,             0.24425,             0.45588,             0.17972,            0.062875,            0.074501,            0.068492,                   0,           0.0078715,           0.0078715,           0.0078715
                 217,            0.076724,            0.089853,                   0,             0.22888,                 0.5,             0.19863,            0.067757,            0.073849,            0.069203,                   0,           0.0078616,           0.0078616,           0.0078616
                 218,             0.07038,            0.080137,                   0,             0.22888,                 0.5,             0.19863,            0.067757,            0.073849,            0.069203,                   0,           0.0078517,           0.0078517,           0.0078517
                 219,            0.072845,            0.087417,                   0,             0.22888,                 0.5,             0.19863,            0.067757,            0.073849,            0.069203,                   0,           0.0078418,           0.0078418,           0.0078418
                 220,            0.076419,            0.096995,                   0,              0.1681,                 0.5,             0.16408,            0.059196,            0.076558,            0.070951,                   0,           0.0078319,           0.0078319,           0.0078319
                 221,            0.072958,             0.08183,                   0,              0.1681,                 0.5,             0.16408,            0.059196,            0.076558,            0.070951,                   0,            0.007822,            0.007822,            0.007822
                 222,            0.075602,            0.081569,                   0,              0.1681,                 0.5,             0.16408,            0.059196,            0.076558,            0.070951,                   0,           0.0078121,           0.0078121,           0.0078121
                 223,            0.073107,            0.088838,                   0,              0.2289,             0.47059,             0.18094,            0.070157,            0.076153,            0.069425,                   0,           0.0078022,           0.0078022,           0.0078022
                 224,             0.07406,             0.10015,                   0,              0.2289,             0.47059,             0.18094,            0.070157,            0.076153,            0.069425,                   0,           0.0077923,           0.0077923,           0.0077923
                 225,            0.072477,            0.081218,                   0,              0.2289,             0.47059,             0.18094,            0.070157,            0.076153,            0.069425,                   0,           0.0077824,           0.0077824,           0.0077824
                 226,            0.071962,            0.087143,                   0,             0.20881,             0.45588,              0.1722,            0.059775,            0.073653,            0.071257,                   0,           0.0077725,           0.0077725,           0.0077725
                 227,            0.074293,            0.092462,                   0,             0.20881,             0.45588,              0.1722,            0.059775,            0.073653,            0.071257,                   0,           0.0077626,           0.0077626,           0.0077626
                 228,            0.075126,            0.090752,                   0,             0.20881,             0.45588,              0.1722,            0.059775,            0.073653,            0.071257,                   0,           0.0077527,           0.0077527,           0.0077527
                 229,            0.073278,            0.086274,                   0,             0.20881,             0.45588,              0.1722,            0.059775,            0.073653,            0.071257,                   0,           0.0077428,           0.0077428,           0.0077428
                 230,            0.071866,            0.083767,                   0,             0.18014,             0.45588,             0.13953,            0.053516,            0.074181,            0.071619,                   0,           0.0077329,           0.0077329,           0.0077329
                 231,            0.070559,             0.09837,                   0,             0.18014,             0.45588,             0.13953,            0.053516,            0.074181,            0.071619,                   0,            0.007723,            0.007723,            0.007723
                 232,            0.073931,            0.096348,                   0,             0.18014,             0.45588,             0.13953,            0.053516,            0.074181,            0.071619,                   0,           0.0077131,           0.0077131,           0.0077131
                 233,            0.068887,            0.084201,                   0,             0.15819,                 0.5,             0.14634,            0.058872,            0.074831,              0.0739,                   0,           0.0077032,           0.0077032,           0.0077032
                 234,             0.06954,            0.097615,                   0,             0.15819,                 0.5,             0.14634,            0.058872,            0.074831,              0.0739,                   0,           0.0076933,           0.0076933,           0.0076933
                 235,            0.068904,            0.078217,                   0,             0.15819,                 0.5,             0.14634,            0.058872,            0.074831,              0.0739,                   0,           0.0076834,           0.0076834,           0.0076834
                 236,            0.068918,            0.073914,                   0,             0.26377,             0.44118,             0.21387,             0.07826,            0.073097,            0.070104,                   0,           0.0076735,           0.0076735,           0.0076735
                 237,             0.07007,            0.079031,                   0,             0.26377,             0.44118,             0.21387,             0.07826,            0.073097,            0.070104,                   0,           0.0076636,           0.0076636,           0.0076636
                 238,            0.070508,            0.086538,                   0,             0.26377,             0.44118,             0.21387,             0.07826,            0.073097,            0.070104,                   0,           0.0076537,           0.0076537,           0.0076537
                 239,            0.070903,             0.08366,                   0,             0.09039,             0.44118,            0.073142,            0.023931,            0.079273,            0.078285,                   0,           0.0076438,           0.0076438,           0.0076438
                 240,            0.069245,            0.085179,                   0,             0.09039,             0.44118,            0.073142,            0.023931,            0.079273,            0.078285,                   0,           0.0076339,           0.0076339,           0.0076339
                 241,            0.075233,             0.07979,                   0,             0.09039,             0.44118,            0.073142,            0.023931,            0.079273,            0.078285,                   0,            0.007624,            0.007624,            0.007624
                 242,            0.076559,            0.096561,                   0,             0.22729,             0.44118,             0.19398,            0.060999,            0.076927,            0.070965,                   0,           0.0076141,           0.0076141,           0.0076141
                 243,            0.076751,            0.084172,                   0,             0.22729,             0.44118,             0.19398,            0.060999,            0.076927,            0.070965,                   0,           0.0076042,           0.0076042,           0.0076042
                 244,            0.072377,            0.086224,                   0,             0.22729,             0.44118,             0.19398,            0.060999,            0.076927,            0.070965,                   0,           0.0075943,           0.0075943,           0.0075943
                 245,            0.076026,            0.080788,                   0,             0.22729,             0.44118,             0.19398,            0.060999,            0.076927,            0.070965,                   0,           0.0075844,           0.0075844,           0.0075844
                 246,            0.072292,            0.080361,                   0,             0.19657,             0.39706,             0.17051,            0.055618,            0.078755,             0.07103,                   0,           0.0075745,           0.0075745,           0.0075745
                 247,            0.069437,            0.086686,                   0,             0.19657,             0.39706,             0.17051,            0.055618,            0.078755,             0.07103,                   0,           0.0075646,           0.0075646,           0.0075646
                 248,            0.074806,            0.082163,                   0,             0.19657,             0.39706,             0.17051,            0.055618,            0.078755,             0.07103,                   0,           0.0075547,           0.0075547,           0.0075547
                 249,            0.076443,            0.081795,                   0,             0.23352,             0.44118,             0.19447,            0.064236,            0.076765,            0.072205,                   0,           0.0075448,           0.0075448,           0.0075448
                 250,            0.071674,            0.093074,                   0,             0.23352,             0.44118,             0.19447,            0.064236,            0.076765,            0.072205,                   0,           0.0075349,           0.0075349,           0.0075349
                 251,            0.073026,            0.097093,                   0,             0.23352,             0.44118,             0.19447,            0.064236,            0.076765,            0.072205,                   0,            0.007525,            0.007525,            0.007525
                 252,            0.075104,            0.091152,                   0,               0.154,             0.39706,              0.1298,            0.040833,            0.076979,            0.075465,                   0,           0.0075151,           0.0075151,           0.0075151
                 253,            0.069291,            0.080176,                   0,               0.154,             0.39706,              0.1298,            0.040833,            0.076979,            0.075465,                   0,           0.0075052,           0.0075052,           0.0075052
                 254,            0.068176,            0.085852,                   0,               0.154,             0.39706,              0.1298,            0.040833,            0.076979,            0.075465,                   0,           0.0074953,           0.0074953,           0.0074953
                 255,            0.070756,            0.085898,                   0,             0.14909,             0.48529,             0.13431,            0.044147,            0.075903,            0.078045,                   0,           0.0074854,           0.0074854,           0.0074854
                 256,            0.069525,            0.082573,                   0,             0.14909,             0.48529,             0.13431,            0.044147,            0.075903,            0.078045,                   0,           0.0074755,           0.0074755,           0.0074755
                 257,            0.069336,            0.090011,                   0,             0.14909,             0.48529,             0.13431,            0.044147,            0.075903,            0.078045,                   0,           0.0074656,           0.0074656,           0.0074656
                 258,            0.073245,            0.080203,                   0,             0.16347,                 0.5,             0.15116,            0.049595,            0.077358,            0.076782,                   0,           0.0074557,           0.0074557,           0.0074557
                 259,            0.072035,            0.081395,                   0,             0.16347,                 0.5,             0.15116,            0.049595,            0.077358,            0.076782,                   0,           0.0074458,           0.0074458,           0.0074458
                 260,            0.067817,            0.096294,                   0,             0.16347,                 0.5,             0.15116,            0.049595,            0.077358,            0.076782,                   0,           0.0074359,           0.0074359,           0.0074359
                 261,            0.071823,            0.099496,                   0,             0.16347,                 0.5,             0.15116,            0.049595,            0.077358,            0.076782,                   0,            0.007426,            0.007426,            0.007426
